kanji,reading,level,pos,meaning_en
洒落る,しゃれる,,v1,"to dress stylishly"
ジャンパー,ジャンパー,,n,"(short) jacket"
ジャンプ,ジャンプ,,n,"jump"
ジャンボ,ジャンボ,,adj-na,"jumbo"
ジャンル,ジャンル,,n,"genre"
主,しゅ,,n,"(one's) master"
種,しゅ,,n,"kind"
私有,しゆう,,n,"private ownership"
～宗,～しゅう,,unknown,""
収益,しゅうえき,,n,"earnings"
修学,しゅうがく,,n,"learning"
周期,しゅうき,,n,"cycle"
衆議院,しゅうぎいん,,n,"House of Representatives (lower house of the National Diet of Japan)"
就業,しゅうぎょう,,n,"employment"
従業員,じゅうぎょういん,,n,"employee"
集計,しゅうけい,,n,"totalization"
襲撃,しゅうげき,,n,"(surprise) attack"
収支,しゅうし,,n,"income and expenditure"
終始,しゅうし,,n,"beginning and end"
修士,しゅうし,,n,"master's (degree)"
従事,じゅうじ,,n,"engaging in (work)"
終日,しゅうじつ,,n,"all day"
充実,じゅうじつ,,n,"fullness"
収集,しゅうしゅう,,n,"collecting"
十字路,じゅうじろ,,n,"crossroads"
執着,しゅうじゃく,,n,"attachment"
執着,しゅうちゃく,,n,"attachment"
柔軟,じゅうなん,,adj-na,"flexible"
重複,じゅうふく,,n,"duplication"
収容,しゅうよう,,n,"accommodation"
従来,じゅうらい,,n,"up to now"
守衛,しゅえい,,n,"(security) guard"
主演,しゅえん,,n,"starring (in a film, play, etc.)"
主観,しゅかん,,n,"subjectivity"
修行,しゅぎょう,,n,"training"
塾,じゅく,,n,"cram school"
祝賀,しゅくが,,n,"celebration"
宿命,しゅくめい,,n,"fate"
手芸,しゅげい,,n,"handicrafts"
主権,しゅけん,,n,"sovereignty"
主催,しゅさい,,n,"sponsorship (i.e. conducting under one's auspices)"
取材,しゅざい,,n,"gathering material (for an article, novel, etc.)"
趣旨,しゅし,,n,"meaning"
種々,しゅじゅ,,adj-no,"various"
主食,しゅしょく,,n,"staple food"
主人公,しゅじんこう,,n,"protagonist"
主体,しゅたい,,n,"main constituent"
主題,しゅだい,,n,"subject"
出演,しゅつえん,,n,"appearance (in a film, play, TV show, etc.)"
出血,しゅっけつ,,n,"bleeding"
出現,しゅつげん,,n,"appearance"
出産,しゅっさん,,n,"childbirth"
出社,しゅっしゃ,,n,"going to work (e.g. in the morning)"
出生,しゅっしょう,,n,"birth"
出生,しゅっせい,,n,"birth"
微量,びりょう,,n,"minuscule amount"
昼飯,ひるめし,,n,"lunch"
比例,ひれい,,n,"proportion"
疲労,ひろう,,n,"fatigue"
敏感,びんかん,,adj-na,"sensitive"
貧困,ひんこん,,n,"poverty"
品質,ひんしつ,,n,"quality (of a product or a service)"
貧弱,ひんじゃく,,adj-na,"poor"
品種,ひんしゅ,,n,"type (of goods)"
ヒント,ヒント,,n,"hint"
頻繁,ひんぱん,,adj-na,"frequent"
貧乏,びんぼう,,adj-na,"poverty-stricken"
ファイト,ファイト,,n,"fight"
ファイル,ファイル,,n,"file (for holding papers)"
ファン,ファン,,n,"fan"
不意,ふい,,adj-na,"sudden"
フィルタ,フィルタ,,n,"filter"
封,ふう,,n,"seal"
封鎖,ふうさ,,n,"blockade"
風車,ふうしゃ,,n,"windmill"
風習,ふうしゅう,,n,"custom"
風俗,ふうぞく,,n,"manners"
ブーツ,ブーツ,,n,"boots"
風土,ふうど,,n,"natural features"
ブーム,ブーム,,n,"boom"
フォーム,フォーム,,n,"form"
部下,ぶか,,n,"subordinate person"
不可欠,ふかけつ,,adj-na,"indispensable"
ぶかぶか,ぶかぶか,,adj-no,"too large (clothing)"
不吉,ふきつ,,adj-na,"ominous"
不況,ふきょう,,n,"(economic) depression"
布巾,ふきん,,n,"dish towel"
複合,ふくごう,,n,"composite"
福祉,ふくし,,n,"welfare"
覆面,ふくめん,,n,"mask"
膨れる,ふくれる,,v1,"to swell (out)"
不景気,ふけいき,,n,"economic slump"
耽る,ふける,,v5r,"to indulge in"
老ける,ふける,,v1,"to age"
富豪,ふごう,,n,"wealthy person"
布告,ふこく,,n,"edict"
ブザー,ブザー,,n,"buzzer"
負債,ふさい,,n,"debt"
不在,ふざい,,n,"absence"
ふさわしい,ふさわしい,,unknown,""
不順,ふじゅん,,adj-na,"irregular"
負傷,ふしょう,,n,"injury"
侮辱,ぶじょく,,n,"insult"
不審,ふしん,,n,"doubt"
不振,ふしん,,n,"dullness"
武装,ぶそう,,n,"arms"
札,ふだ,,n,"ticket"
負担,ふたん,,n,"burden"
不調,ふちょう,,n,"bad condition"
復活,ふっかつ,,n,"revival (of an old system, custom, fashion, etc.)"
物議,ぶつぎ,,n,"public discussion"
復旧,ふっきゅう,,n,"restoration"
復興,ふっこう,,n,"revival"
物資,ぶっし,,n,"goods"
仏像,ぶつぞう,,n,"statue of Buddha"
物体,ぶったい,,n,"object"
沸騰,ふっとう,,n,"boiling"
不当,ふとう,,adj-na,"unfair"
不動産,ふどうさん,,n,"real estate"
無難,ぶなん,,adj-na,"safe (e.g. choice)"
赴任,ふにん,,n,"moving to a different location to start a new job"
腐敗,ふはい,,n,"decomposition"
不評,ふひょう,,n,"bad reputation"
不服,ふふく,,n,"dissatisfaction"
普遍,ふへん,,adj-no,"universal"
踏まえる,ふまえる,,v1,"to be based on"
踏み込む,ふみこむ,,v5m,"to step into (e.g. someone else's territory)"
不明,ふめい,,adj-na,"unclear"
部門,ぶもん,,n,"division (of a larger group)"
扶養,ふよう,,n,"support (e.g. of one's dependents)"
ふらふら,ふらふら,,adv,"unsteadily (e.g. on one's feet)"
ぶらぶら,ぶらぶら,,adv,"dangling"
振り返る,ふりかえる,,v5r,"to turn one's head"
振り出し,ふりだし,,n,"shaking (something) out"
不良,ふりょう,,adj-no,"bad"
浮力,ふりょく,,n,"buoyancy"
武力,ぶりょく,,n,"armed might"
ブル,ブル,,n,"bull"
震わせる,ふるわせる,,v1,"to (make something) quiver"
無礼,ぶれい,,n,"rudeness"
付録,ふろく,,n,"appendix"
フロント,フロント,,n,"front (aspect, weather, war-front, etc.)"
憤慨,ふんがい,,n,"indignation"
文化財,ぶんかざい,,n,"cultural assets"
分業,ぶんぎょう,,n,"division of labor"
文語,ぶんご,,n,"written language"
分散,ぶんさん,,n,"dispersion"
分子,ぶんし,,n,"molecule"
紛失,ふんしつ,,n,"loss"
噴出,ふんしゅつ,,n,"spewing"
文書,ぶんしょ,,n,"document"
紛争,ふんそう,,n,"dispute"
ふんだん,ふんだん,,adj-na,"plentiful"
分担,ぶんたん,,n,"taking on one's share (e.g. of work)"
奮闘,ふんとう,,n,"strenuous effort"
分配,ぶんぱい,,n,"division"
分母,ぶんぼ,,n,"denominator"
粉末,ふんまつ,,n,"fine powder"
分離,ぶんり,,n,"separation"
分裂,ぶんれつ,,n,"split"
ペア,ペア,,n,"pair"
兵器,へいき,,n,"arms"
閉口,へいこう,,vs,"to be stumped"
閉鎖,へいさ,,n,"closing"
兵士,へいし,,n,"soldier"
平常,へいじょう,,adj-no,"normal"
平方,へいほう,,n,"square (e.g. metre)"
並列,へいれつ,,n,"arranging in a line"
ベース,ベース,,n,"base"
辟易,へきえき,,vs,"to be fed up (with)"
ぺこぺこ,ぺこぺこ,,adj-na,"very hungry"
ベスト,ベスト,,adj-na,"best"
ベストセラー,ベストセラー,,n,"bestseller"
隔たる,へだたる,,v5r,"to be distant"
縁,へり,,n,"edge (of a river, woods, etc.)"
へりくだる,へりくだる,,unknown,""
弁解,べんかい,,n,"explanation (e.g. for one's actions)"
変革,へんかく,,n,"change"
返還,へんかん,,n,"return"
便宜,べんぎ,,n,"convenience"
偏見,へんけん,,n,"prejudice"
弁護,べんご,,n,"defense"
返済,へんさい,,n,"repayment"
弁償,べんしょう,,n,"compensation"
変遷,へんせん,,n,"change"
返答,へんとう,,n,"reply"
変動,へんどう,,n,"change"
弁論,べんろん,,n,"discussion"
穂,ほ,,n,"ear (of a cereal plant)"
保育,ほいく,,n,"nurturing"
ボイコット,ボイコット,,n,"boycott"
ポイント,ポイント,,n,"point (of a story, argument, etc.)"
法案,ほうあん,,n,"bill (law)"
防衛,ぼうえい,,n,"defense"
防火,ぼうか,,n,"fire prevention"
崩壊,ほうかい,,n,"collapse"
妨害,ぼうがい,,n,"obstruction"
法学,ほうがく,,n,"law"
封建,ほうけん,,n,"feudalistic"
豊作,ほうさく,,n,"abundant harvest"
方策,ほうさく,,n,"plan"
奉仕,ほうし,,n,"service"
方式,ほうしき,,n,"form"
放射,ほうしゃ,,n,"radiation"
放射能,ほうしゃのう,,n,"radioactivity"
報酬,ほうしゅう,,n,"remuneration"
放出,ほうしゅつ,,n,"release"
報じる,ほうじる,,v1,"to report"
報ずる,ほうずる,,vz,"to report"
紡績,ぼうせき,,n,"spinning (textiles)"
呆然,ぼうぜん,,adj-t,"dumbfounded"
放置,ほうち,,n,"leaving as is"
膨張,ぼうちょう,,n,"expansion"
法廷,ほうてい,,n,"court (of law)"
報道,ほうどう,,n,"report (of news)"
冒頭,ぼうとう,,n,"beginning"
暴動,ぼうどう,,n,"insurrection"
褒美,ほうび,,n,"reward"
暴風,ぼうふう,,n,"storm"
葬る,ほうむる,,v5r,"to bury"
放り込む,ほうりこむ,,v5m,"to throw into"
放り出す,ほうりだす,,v5s,"to throw out"
暴力,ぼうりょく,,n,"violence"
飽和,ほうわ,,n,"saturation"
ホース,ホース,,n,"hose"
ポーズ,ポーズ,,n,"pose"
ホール,ホール,,n,"hall (dance, concert, etc.)"
保温,ほおん,,n,"retaining warmth"
捕獲,ほかく,,n,"capture"
保管,ほかん,,n,"charge"
補給,ほきゅう,,n,"supply"
補強,ほきょう,,n,"reinforcement"
募金,ぼきん,,n,"fundraising"
牧師,ぼくし,,n,"pastor"
捕鯨,ほげい,,n,"whaling"
惚ける,ぼける,,v1,"to grow senile"
保険,ほけん,,n,"insurance"
母校,ぼこう,,n,"alma mater"
母国,ぼこく,,n,"one's home country"
誇る,ほこる,,v5r,"to boast of"
綻びる,ほころびる,,v1,"to come apart at the seams"
干し～,ほし～,,unknown,""
ポジション,ポジション,,n,"position"
干し物,ほしもの,,n,"things dried in the sun (esp. clothes, dyed cloth, etc.)"
保守,ほしゅ,,n,"maintenance"
補充,ほじゅう,,n,"replenishment"
補助,ほじょ,,n,"assistance"
舗装,ほそう,,n,"paving (a road)"
補足,ほそく,,n,"supplement"
墓地,ぼち,,n,"cemetery"
発作,ほっさ,,n,"fit"
没収,ぼっしゅう,,n,"seizure"
発足,ほっそく,,n,"starting"
ポット,ポット,,n,"pot (esp. teapot, coffee pot)"
ほっぺた,ほっぺた,,unknown,""
ぼつぼつ,ぼつぼつ,,adv,"gradually"
没落,ぼつらく,,n,"ruin"
解ける,ほどける,,v1,"to come loose"
施す,ほどこす,,v5s,"to give (time, money, goods)"
ほとり,ほとり,,unknown,""
ぼやく,ぼやく,,v5k,"to grumble"
ぼやける,ぼやける,,v1,"to become dim"
保養,ほよう,,n,"health preservation"
捕虜,ほりょ,,n,"prisoner (of war)"
ボルト,ボルト,,n,"volt"
滅びる,ほろびる,,v1,"to go to ruin"
滅ぼす,ほろぼす,,v5s,"to destroy"
本格,ほんかく,,n,"original method"
本館,ほんかん,,n,"main building (as opposed to an annex, outbuilding, etc.)"
本気,ほんき,,n,"seriousness"
本国,ほんごく,,n,"home country"
本質,ほんしつ,,n,"essence"
本体,ほんたい,,n,"substance"
本音,ほんね,,n,"real intention"
本能,ほんのう,,n,"instinct"
本場,ほんば,,n,"home (of something)"
ポンプ,ポンプ,,n,"pump"
本文,ほんぶん,,n,"text (of a book, document, etc.)"
本名,ほんみょう,,n,"real name"
マーク,マーク,,n,"mark"
マイ～,マイ～,,unknown,""
マイクロフォン,マイクロフォン,,n,"microphone"
埋蔵,まいぞう,,n,"burying in the ground"
舞う,まう,,v5u,"to dance (orig. a whirling dance)"
真上,まうえ,,n,"right above"
前売,まえうり,,n,"advance sale"
前置き,まえおき,,n,"preface"
任す,まかす,,v5s,"to entrust (to someone)"
負かす,まかす,,v5s,"to defeat"
賄う,まかなう,,v5u,"to supply (goods, money, etc.)"
紛らわしい,まぎらわしい,,adj-i,"easily mixed up (e.g. similar words)"
紛れる,まぎれる,,v1,"to disappear into"
真心,まごころ,,n,"sincerity"
まごつく,まごつく,,unknown,""
誠,まこと,,n,"truth"
誠に,まことに,,adv,"indeed"
まさしく,まさしく,,unknown,""
勝る,まさる,,v5r,"to excel"
～増し,～増し,,unknown,""
交える,まじえる,,v1,"to mix"
真下,ました,,n,"right under"
まして,まして,,unknown,""
交わる,まじわる,,v5r,"to cross"
麻酔,ますい,,n,"anaesthesia"
またがる (うまを～),またがる (うまを～),,unknown,""
待ち合わせ,まちあわせ,,n,"appointment"
待ち遠しい,まちどおしい,,adj-i,"longed-for"
待ち望む,まちのぞむ,,v5m,"to wait eagerly for"
まちまち,まちまち,,unknown,""
末期,まっき,,n,"last years"
真っ二つ,まっぷたつ,,n,"in two equal parts"
まと,まと,,unknown,""
纏まり,まとまり,,n,"unity"
纏め,まとめ,,n,"summary"
免れる,まぬがれる,,v1,"to escape (disaster, death, etc.)"
招き,まねき,,n,"invitation"
瞬き,まばたき,,n,"blink (of eyes)"
麻痺,まひ,,n,"paralysis"
～まみれ,～まみれ,,unknown,""
眉,まゆ,,n,"eyebrow"
鞠,まり,,n,"ball (for sport, games, etc.)"
丸ごと,まるごと,,adv,"in its entirety"
まるっきり,まるっきり,,unknown,""
丸々,まるまる,,adj-f,"plump"
丸める,まるめる,,v1,"to make round"
満月,まんげつ,,n,"full moon"
満場,まんじょう,,n,"whole house"
真ん前,まんまえ,,adj-no,"right in front"
真ん丸い,まんまるい,,adj-i,"perfectly round"
真ん円い,まんまるい,,adj-i,"perfectly round"
～味,～み,,unknown,""
見合い,みあい,,n,"(formal) meeting with a view to marriage"
見合わせる,みあわせる,,v1,"to exchange glances"
見落とす,みおとす,,v5s,"to overlook"
未開,みかい,,adj-no,"uncivilized"
味覚,みかく,,n,"(sense of) taste"
幹,みき,,n,"tree trunk"
見苦しい,みぐるしい,,adj-i,"unsightly"
見込み,みこみ,,n,"hope"
未婚,みこん,,adj-no,"unmarried"
未熟,みじゅく,,adj-na,"unripe"
微塵,みじん,,n,"particle"
水気,みずけ,,n,"water content"
ミスプリント,ミスプリント,,n,"misprint"
みすぼらしい,みすぼらしい,,unknown,""
ミセス,ミセス,,n,"Mrs"
見せびらかす,みせびらかす,,v5s,"to show off"
見せ物,みせもの,,n,"misemono"
溝,みぞ,,n,"ditch"
満たす,みたす,,v5s,"to satisfy (conditions, one's appetite, etc.)"
乱す,みだす,,v5s,"to throw into disorder"
乱れる,みだれる,,v1,"to be disordered"
未知,みち,,adj-no,"not yet known"
身近,みぢか,,adj-na,"near oneself"
導く,みちびく,,v5k,"to guide"
密集,みっしゅう,,n,"crowding together"
密接,みっせつ,,adj-na,"close (relationship, connection, etc.)"
密度,みつど,,n,"density"
見積もり,みつもり,,n,"estimate"
未定,みてい,,adj-no,"not yet fixed"
見通し,みとおし,,n,"unobstructed view"
見なす,みなす,,v5s,"to regard (as)"
源,みなもと,,n,"source (of a river)"
見習う,みならう,,v5u,"to follow (someone's) example"
身なり,みなり,,n,"dress"
峰,みね,,n,"peak"
身の上,みのうえ,,exp,"one's station in life"
見逃す,みのがす,,v5s,"to miss"
身の回り,みのまわり,,exp,"one's personal belongings"
見計らう,みはからう,,v5u,"to choose at one's own discretion"
見晴らし,みはらし,,n,"(scenic) view"
身振り,みぶり,,n,"gesture"
脈,みゃく,,n,"pulse"
ミュージック,ミュージック,,n,"music"
未練,みれん,,n,"lingering attachment"
見渡す,みわたす,,v5s,"to look out over"
民宿,みんしゅく,,n,"guest house"
民族,みんぞく,,n,"people"
民俗,みんぞく,,n,"folk customs"
無意味,むいみ,,adj-na,"nonsense"
ムード,ムード,,n,"mood"
無口,むくち,,adj-na,"taciturn"
婿,むこ,,n,"husband"
無効,むこう,,adj-no,"invalid"
無言,むごん,,n,"silence (not speaking)"
無邪気,むじゃき,,adj-na,"innocent"
むしる,むしる,,unknown,""
結び,むすび,,n,"ending"
結び付き,むすびつき,,n,"connection"
結び付く,むすびつく,,v5k,"to be related"
結び付ける,むすびつける,,v1,"to tie (to)"
無線,むせん,,n,"radio (communication)"
無駄遣い,むだづかい,,n,"waste (of money, time, etc.)"
無断,むだん,,n,"absence of permission"
無知,むち,,n,"ignorance"
無茶,むちゃ,,adj-na,"absurd"
無茶苦茶,むちゃくちゃ,,adj-na,"nonsensical"
空しい,むなしい,,adj-i,"empty"
無念,むねん,,n,"regret"
無能,むのう,,n,"incompetence"
無闇に,むやみに,,adv,"thoughtlessly"
無用,むよう,,adj-na,"useless"
斑,むら,,n,"unevenness (of colour, paint, etc.)"
群がる,むらがる,,v5r,"to swarm"
無論,むろん,,adv,"of course"
名産,めいさん,,n,"noted product"
名称,めいしょう,,n,"name"
命中,めいちゅう,,n,"(direct) hit"
明白,めいはく,,adj-na,"obvious"
名簿,めいぼ,,n,"register of names"
名誉,めいよ,,n,"honor"
明瞭,めいりょう,,adj-na,"clear"
明朗,めいろう,,adj-na,"cheerful"
メーカー,メーカー,,n,"manufacturer (esp. a major company)"
目方,めかた,,n,"weight"
恵み,めぐみ,,n,"blessing"
恵む,めぐむ,,v5m,"to bless"
目覚しい,めざましい,,adj-i,"remarkable"
目覚める,めざめる,,v1,"to wake up"
召す,めす,,v5s,"to call"
雌,めす,,n,"female (animal, plant)"
目付き,めつき,,n,"look (in someone's eyes)"
滅亡,めつぼう,,n,"downfall"
メディア,メディア,,n,"media"
目途,めど,,n,"aim"
目盛,めもり,,n,"gradations (on a ruler, thermometer, etc.)"
メロディー,メロディー,,n,"melody"
面会,めんかい,,n,"meeting (face-to-face)"
免除,めんじょ,,n,"exemption"
面する,めんする,,vs-s,"to face on"
面目,めんぼく,,n,"face"
面目,めんもく,,n,"face"
～網,～もう,,unknown,""
設ける,もうける,,v1,"to prepare"
申し入れる,もうしいれる,,v1,"to propose"
申込,もうしこみ,,n,"application"
申出,もうしで,,n,"proposal"
申し出る,もうしでる,,v1,"to offer"
申し分,もうしぶん,,n,"complaint"
盲点,もうてん,,n,"blind spot (on the retina)"
猛烈,もうれつ,,adj-na,"fierce"
モーテル,モーテル,,n,"motel"
もがく,もがく,,unknown,""
目録,もくろく,,n,"catalogue"
目論見,もくろみ,,n,"plan"
模型,もけい,,n,"model"
模索,もさく,,n,"groping (for)"
もしかして,もしかして,,unknown,""
もしくは,もしくは,,unknown,""
もたらす,もたらす,,unknown,""
持ち切り,もちきり,,n,"hot topic"
目下,もっか,,n,"at present"
専ら,もっぱら,,adv,"wholly"
もてなす,もてなす,,unknown,""
もてる,もてる,,unknown,""
モニター,モニター,,n,"monitor (device, software or person)"
物好き,ものずき,,n,"(idle) curiosity"
物足りない,ものたりない,,adj-i,"unsatisfied"
もはや,もはや,,unknown,""
模範,もはん,,n,"exemplar"
模倣,もほう,,n,"imitation"
もめる,もめる,,unknown,""
股,もも,,n,"thigh"
腿,もも,,n,"thigh"
催す,もよおす,,v5s,"to hold (an event)"
漏らす,もらす,,v5s,"to let leak"
盛り上がる,もりあがる,,v5r,"to swell"
漏る,もる,,v5r,"to leak"
漏れる,もれる,,v1,"to leak out"
脆い,もろい,,adj-i,"brittle"
もろに,もろに,,unknown,""
矢,や,,n,"arrow"
野外,やがい,,n,"outdoors"
～薬,～やく,,unknown,""
夜具,やぐ,,n,"bedding"
役職,やくしょく,,n,"post"
役場,やくば,,n,"town hall"
やけに,やけに,,adv,"awfully"
屋敷,やしき,,n,"residence"
養う,やしなう,,v5u,"to support"
野心,やしん,,n,"ambition"
安っぽい,やすっぽい,,adj-i,"cheap-looking"
休める,やすめる,,v1,"to rest"
野生,やせい,,adj-no,"wild"
奴,やつ,,n,"fellow"
闇,やみ,,n,"darkness"
病む,やむ,,v5m,"to fall ill"
ややこしい,ややこしい,,adj-i,"complicated"
やりとおす,やりとおす,,unknown,""
やりとげる,やりとげる,,unknown,""
和らげる,やわらげる,,v1,"to soften"
ヤング,ヤング,,adj-no,"young"
～油,～ゆ,,unknown,""
優位,ゆうい,,n,"predominance"
憂鬱,ゆううつ,,n,"depression"
有益,ゆうえき,,adj-na,"beneficial"
優越,ゆうえつ,,n,"supremacy"
勇敢,ゆうかん,,adj-na,"brave"
夕暮れ,ゆうぐれ,,n,"evening"
融資,ゆうし,,n,"financing"
有する,ゆうする,,vs-s,"to have"
優勢,ゆうせい,,n,"superiority"
優先,ゆうせん,,n,"preference"
誘導,ゆうどう,,n,"guidance"
融通,ゆうずう,,n,"lending (money, commodities, etc.)"
優美,ゆうび,,adj-na,"grace"
有望,ゆうぼう,,adj-na,"promising"
遊牧,ゆうぼく,,n,"nomadism"
夕焼け,ゆうやけ,,n,"evening glow"
有力,ゆうりょく,,adj-na,"influential"
幽霊,ゆうれい,,n,"ghost"
誘惑,ゆうわく,,n,"temptation"
故,ゆえ,,n,"reason"
歪む,ゆがむ,,v5m,"to warp"
揺さぶる,ゆさぶる,,v5r,"to shake"
濯ぐ,ゆすぐ,,v5g,"to rinse"
ゆとり,ゆとり,,n,"elbowroom"
ユニーク,ユニーク,,adj-na,"unique"
ユニフォーム,ユニフォーム,,n,"uniform"
指差す,ゆびさす,,v5s,"to point at"
弓,ゆみ,,n,"bow (weapon)"
揺らぐ,ゆらぐ,,v5g,"to swing"
緩む,ゆるむ,,v5m,"to become loose"
緩める,ゆるめる,,v1,"to loosen"
緩やか,ゆるやか,,adj-na,"loose"
要因,よういん,,n,"main cause"
溶液,ようえき,,n,"solution (liquid)"
用件,ようけん,,n,"business"
養護,ようご,,n,"nursing"
用紙,ようし,,n,"blank form"
様式,ようしき,,n,"style"
要する,ようする,,vs-s,"to need"
要請,ようせい,,n,"appeal"
様相,ようそう,,n,"aspect"
用品,ようひん,,n,"articles"
洋風,ようふう,,n,"Western style"
用法,ようほう,,n,"way of using (something)"
要望,ようぼう,,n,"demand for"
余暇,よか,,n,"leisure"
予感,よかん,,n,"presentiment"
余興,よきょう,,n,"performance (at a party or banquet, etc.)"
預金,よきん,,n,"deposit"
欲,よく,,n,"greed"
抑圧,よくあつ,,n,"check"
浴室,よくしつ,,n,"bathroom"
抑制,よくせい,,n,"control"
欲深い,よくふかい,,adj-i,"greedy"
欲望,よくぼう,,n,"desire"
避ける,よける,,v1,"to avoid (physical contact with)"
予言,よげん,,n,"prediction"
横綱,よこづな,,n,"yokozuna (highest rank in sumo)"
汚れ,よごれ,,n,"dirt"
よし (かん),よし (かん),,unknown,""
良し,よし,,adj-ku,"good"
善し悪し,よしあし,,n,"right or wrong"
余所見,よそみ,,n,"looking away"
余地,よち,,n,"place"
よって (よりどころ),よって (よりどころ),,unknown,""
与党,よとう,,n,"ruling party"
呼び止める,よびとめる,,v1,"to (call and) stop"
夜更し,よふかし,,n,"staying up late"
夜更け,よふけ,,n,"late at night"
余程,よほど,,adv,"very"
読み上げる,よみあげる,,v1,"to read out"
～寄り,～より,,unknown,""
寄り掛かる,よりかかる,,v5r,"to lean against"
世論,よろん,,n,"public opinion"
弱る,よわる,,v5r,"to weaken"
来場,らいじょう,,n,"attendance"
ライス,ライス,,n,"rice (esp. when served on a plate)"
酪農,らくのう,,n,"dairy farming"
落下,らっか,,n,"fall"
楽観,らっかん,,n,"optimism"
ランプ,ランプ,,n,"lamp"
濫用,らんよう,,n,"abuse"
リード,リード,,n,"lied (German song, usually for solo voice and piano)"
理屈,りくつ,,n,"theory"
利子,りし,,n,"interest (on a deposit, loan, etc.)"
利潤,りじゅん,,n,"profit"
理性,りせい,,n,"reason"
利息,りそく,,n,"interest (on a loan, deposit etc.)"
立体,りったい,,n,"solid body"
立方,りっぽう,,n,"cube"
立法,りっぽう,,n,"legislation"
利点,りてん,,n,"advantage"
略奪,りゃくだつ,,n,"pillage"
略語,りゃくご,,n,"abbreviation"
流通,りゅうつう,,n,"circulation (of money, goods, etc.)"
領域,りょういき,,n,"territory"
了解,りょうかい,,n,"comprehension"
領海,りょうかい,,n,"territorial waters"
両極,りょうきょく,,n,"both extremities"
良好,りょうこう,,adj-na,"good"
良識,りょうしき,,n,"good sense"
良質,りょうしつ,,adj-na,"good quality"
了承,りょうしょう,,n,"acknowledgement"
良心,りょうしん,,n,"conscience"
領地,りょうち,,n,"territory"
領土,りょうど,,n,"territory"
両立,りょうりつ,,n,"compatibility"
旅客,りょかく,,n,"passenger"
旅券,りょけん,,n,"passport"
履歴,りれき,,n,"personal history"
理論,りろん,,n,"theory"
林業,りんぎょう,,n,"forestry"
類,るい,,n,"kind"
類推,るいすい,,n,"analogy"
類似,るいじ,,n,"resemblance"
ルーズ,ルーズ,,adj-na,"loose (e.g. belt)"
冷酷,れいこく,,adj-na,"cruelty"
冷蔵,れいぞう,,n,"cold storage"
冷淡,れいたん,,adj-na,"cool"
レース,レース,,n,"race"
レギュラー,レギュラー,,adj-f,"regular"
レッスン,レッスン,,n,"lesson"
レディー,レディー,,n,"lady"
レバー,レバー,,n,"liver"
恋愛,れんあい,,n,"love"
バッテリー,バッテリー,,n,"battery"
バット,バット,,n,"bat (in baseball, cricket, etc.)"
発病,はつびょう,,n,"onset of an illness"
初耳,はつみみ,,n,"something heard for the first time"
果て,はて,,n,"end"
果てる,はてる,,v1,"to end"
ばてる,ばてる,,v1,"to be exhausted"
パトカー,パトカー,,n,"patrol car"
甚だ,はなはだ,,adv,"very"
華々しい,はなばなしい,,adj-i,"brilliant"
花びら,はなびら,,n,"petal"
華やか,はなやか,,adj-na,"bright and beautiful"
阻む,はばむ,,v5m,"to keep someone from doing"
浜,はま,,n,"beach"
浜辺,はまべ,,n,"beach"
はまる,はまる,,unknown,""
早める,はやめる,,v1,"to bring forward (e.g. by 3 hours)"
腹立ち,はらだち,,n,"anger"
原っぱ,はらっぱ,,n,"open field"
はらはら,はらはら,,vs,"to feel anxious"
ばらまく,ばらまく,,unknown,""
張り紙,はりがみ,,n,"paper patch attached to something"
遥か,はるか,,adj-na,"far away"
破裂,はれつ,,n,"bursting"
腫れる,はれる,,v1,"to swell (from inflammation)"
繁栄,はんえい,,n,"prosperity"
版画,はんが,,n,"woodcut"
ハンガー,ハンガー,,n,"(coat) hanger"
反感,はんかん,,n,"antipathy"
反響,はんきょう,,n,"echo"
パンク,パンク,,n,"puncture"
反撃,はんげき,,n,"counterattack"
判決,はんけつ,,n,"judicial decision"
反射,はんしゃ,,n,"reflection"
繁盛,はんじょう,,n,"prosperity"
繁殖,はんしょく,,n,"breeding"
反する,はんする,,vs-s,"to be contrary (to)"
判定,はんてい,,n,"judgement"
万人,ばんにん,,n,"all people"
晩年,ばんねん,,n,"one's later years"
反応,はんのう,,n,"reaction"
万能,ばんのう,,adj-no,"all-purpose"
半端,はんぱ,,n,"remnant"
反発,はんぱつ,,n,"opposition"
反乱,はんらん,,n,"insurrection"
氾濫,はんらん,,n,"overflowing"
美,び,,n,"beauty"
ひいては,ひいては,,unknown,""
ビールス,ビールス,,n,"virus"
控室,ひかえしつ,,n,"waiting room"
控える,ひかえる,,v1,"to be temperate in"
悲観,ひかん,,n,"pessimism"
引き上げる,ひきあげる,,v1,"to pull up"
率いる,ひきいる,,v1,"to lead"
引き起こす,ひきおこす,,v5s,"to cause"
引下げる,ひきさげる,,v1,"to pull down"
引きずる,ひきずる,,v5r,"to drag"
引取る,ひきとる,,v5r,"to take into one's possession"
否決,ひけつ,,n,"rejection"
日頃,ひごろ,,adv,"usually"
久しい,ひさしい,,adj-i,"long (time that has passed)"
悲惨,ひさん,,adj-na,"disastrous"
ビジネス,ビジネス,,n,"business"
比重,ひじゅう,,n,"specific gravity"
美術,びじゅつ,,n,"art"
秘書,ひしょ,,n,"(private) secretary"
微笑,びしょう,,n,"smile"
歪む,ひずむ,,v5m,"to warp"
